gena	genb	mut.info
588	AURKB	MTOR	0.049406599238468
589	AURKB	NEK6	0.0458302883619242
590	AURKB	PAK1	-0.0355958804148884
591	AURKB	PAK2	0.0596577573254331
592	AURKB	PAK4	-0.0325201194283551
593	AURKB	PDGFRB	-0.0221239819166863
594	AURKB	PDPK1	-0.028678881137294
595	AURKB	PIM1	-0.0226441055351598
596	AURKB	PLK1	-0.0360490325626088
597	AURKB	PLK3	-0.0290903745888436
598	AURKB	PRKAA1	-0.0211297423951509
599	AURKB	PRKACA	0.0653904044128684
600	AURKB	PRKCA	0.0462352110545883
601	AURKB	PRKCB	0.00325552929595752
602	AURKB	PRKCD	0.0348141206135484
603	AURKB	PRKCE	0.0324934805635406
604	AURKB	PRKCI	-0.0235280557000079
605	AURKB	PRKCQ	-0.00996732860035632
606	AURKB	PRKCZ	0.0168045331435946
607	AURKB	PRKD1	-0.0214292939953804
608	AURKB	PRKG1	0.0496003495751269
609	AURKB	RET	0.0670583009384123
610	AURKB	ROCK1	-0.0120858892052587
611	AURKB	RPS6KA1	-0.0107907323026684
612	AURKB	RPS6KA3	0.0204842117208628
613	AURKB	RPS6KA5	0.0183413622296369
614	AURKB	RPS6KB1	0.00590043542752738
615	AURKB	SGK1	-0.00527036732763442
616	AURKB	SRC	-0.0451668477563869
617	AURKB	STK11	0.0191329685470238
618	AURKB	STK4	0.0215879402739656
619	AURKB	SYK	0.0331065003219031
620	AURKB	TBK1	0.0201625883100087
621	AURKB	TTK	-0.0285819495494906
622	AURKB	ULK1	0.0152677028329755
623	AURKB	VRK1	-0.023771310715806
624	BMX	BRAF	0.00604856195080394
625	BMX	BTK	0.078003275528129
626	BMX	CAMK1	0.102641883315021
627	BMX	CAMK2A	-0.00599763536010123
628	BMX	CAMK2D	0.095254734149
629	BMX	CDC7	0.00956645340875095
630	BMX	CDK1	0.0102934142787232
631	BMX	CDK2	0.0152365824134595
632	BMX	CDK4	-0.0107003895794353
633	BMX	CDK5	-0.00704013311076412
634	BMX	CDK7	-0.0303755285119669
635	BMX	CDK9	0.00148659477382651
636	BMX	CHEK1	-0.024547617623516
